age,gender,occupation,daily_screen_time_hours,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day
58,Male,Software Engineer,6.02,6.98,6.83,7.23,1,38,283
46,Male,Manager,6.99,8.92,4.41,9.01,4,66,67
51,Female,Software Engineer,1.5,7.0,8.61,3.03,3,103,106
51,Female,Doctor,7.85,7.44,3.88,10.0,3,113,286
45,Female,Researcher,2.15,8.31,8.22,3.21,1,36,187
30,Female,Doctor,9.68,8.33,3.25,10.0,2,104,257
32,Female,Student,8.19,4.09,4.6,9.54,2,76,291
40,Male,Researcher,5.44,5.2,8.06,6.24,4,13,187
43,Male,Freelancer,9.32,8.31,4.64,10.0,0,89,280
21,Female,Freelancer,2.52,7.34,7.53,5.71,0,58,83
43,Male,Manager,9.92,7.16,3.77,10.0,0,73,175
57,Female,Doctor,7.45,8.3,3.14,10.0,3,22,169
26,Male,Manager,1.89,8.03,7.6,2.62,1,10,89
22,Male,Manager,5.83,7.76,5.28,7.96,0,67,144
49,Female,Teacher,7.4,4.24,5.7,9.15,4,76,267
37,Male,Teacher,6.52,7.91,5.9,7.94,1,30,272
28,Female,Software Engineer,4.82,5.0,5.75,6.6,2,81,151
32,Male,Freelancer,3.23,4.13,7.18,4.13,4,40,98
49,Female,Manager,3.14,6.46,8.47,5.23,0,33,171
45,Female,Software Engineer,9.34,8.71,2.68,10.0,1,77,141
39,Female,Software Engineer,3.11,8.43,9.11,1.21,1,88,35
58,Female,Student,9.66,8.91,3.72,10.0,2,88,61
34,Male,Teacher,2.89,5.23,6.44,5.93,1,65,214
43,Male,Teacher,4.46,7.48,5.87,6.87,2,81,275
24,Male,Doctor,1.11,4.28,8.14,2.72,3,81,79
59,Female,Teacher,9.13,8.02,5.85,10.0,0,105,229
43,Other,Doctor,1.94,6.62,9.05,1.0,4,86,177
42,Male,Manager,4.22,8.98,5.48,7.91,2,65,255
27,Female,Student,8.58,5.2,2.59,10.0,4,84,148
36,Male,Software Engineer,8.13,7.92,1.78,10.0,2,0,150
28,Male,Software Engineer,8.57,4.85,4.5,10.0,4,119,251
30,Female,Manager,9.23,5.44,3.42,10.0,2,28,153
25,Male,Doctor,9.2,5.48,3.2,10.0,0,56,257
57,Male,Designer,7.93,6.89,3.47,10.0,1,62,176
21,Female,Manager,6.24,5.83,6.48,6.64,1,95,119
48,Female,Doctor,6.05,6.19,5.68,7.89,1,47,278
45,Male,Manager,1.12,6.61,8.84,1.7,2,118,146
28,Female,Student,7.5,4.28,3.86,10.0,2,35,264
18,Female,Manager,3.04,7.33,6.05,5.49,2,76,128
55,Male,Manager,8.46,7.25,4.48,10.0,3,76,224
41,Female,Teacher,5.98,8.82,6.11,8.22,3,2,54
48,Male,Doctor,9.89,4.67,6.22,9.74,3,48,82
58,Male,Student,2.89,4.15,5.66,7.33,3,57,266
43,Male,Researcher,7.51,4.67,5.74,9.75,4,93,60
22,Female,Freelancer,5.93,6.11,6.34,6.41,4,101,211
37,Male,Software Engineer,9.39,5.07,3.52,10.0,0,88,104
58,Male,Designer,3.39,5.08,5.83,7.0,3,35,49
28,Male,Designer,1.53,8.35,10.0,1.92,4,44,232
50,Male,Doctor,5.89,5.62,4.08,10.0,2,113,158
55,Female,Manager,5.69,6.08,5.78,9.15,2,116,207
44,Male,Teacher,3.81,7.42,6.03,6.23,3,77,212
51,Female,Manager,9.88,5.7,4.71,9.93,1,33,138
32,Female,Doctor,1.63,6.77,8.02,3.73,3,21,149
49,Female,Designer,6.13,6.61,6.4,7.46,3,64,179
38,Female,Designer,3.34,5.31,7.84,5.32,1,61,141
22,Male,Manager,1.02,7.59,7.52,3.22,1,114,77
23,Male,Manager,9.89,8.17,2.95,10.0,1,51,101
55,Female,Manager,5.33,7.92,6.65,6.43,0,86,228
39,Male,Software Engineer,8.71,5.98,4.49,10.0,1,25,59
35,Female,Teacher,8.56,8.66,4.11,10.0,4,84,198
31,Male,Teacher,8.31,8.49,4.45,10.0,0,68,246
27,Male,Freelancer,5.13,5.33,4.69,8.88,3,5,261
30,Male,Freelancer,9.06,4.62,3.51,10.0,1,107,218
48,Male,Researcher,4.31,8.47,6.21,6.18,4,57,154
47,Female,Designer,4.68,7.72,5.85,8.08,1,83,121
20,Male,Designer,3.3,5.55,6.45,6.55,1,35,67
47,Female,Doctor,5.03,5.52,6.56,7.15,0,45,204
23,Female,Doctor,9.88,5.61,4.43,10.0,4,20,280
46,Female,Freelancer,6.16,8.31,4.44,10.0,4,54,103
25,Male,Software Engineer,8.48,5.2,3.88,10.0,3,42,237
50,Female,Designer,3.37,7.26,9.82,3.48,3,34,139
34,Male,Doctor,9.6,8.17,6.53,10.0,4,13,240
28,Female,Software Engineer,1.12,5.94,8.18,2.9,2,103,189
30,Male,Teacher,9.37,4.31,2.93,10.0,0,24,49
28,Male,Researcher,9.08,7.79,4.84,10.0,0,80,211
48,Female,Designer,1.61,4.1,6.9,4.56,3,110,138
45,Female,Student,6.44,8.15,3.53,10.0,4,38,69
23,Male,Designer,8.07,5.8,4.59,9.76,1,66,30
58,Male,Doctor,4.63,8.01,5.98,7.82,2,102,38
33,Female,Designer,1.83,6.73,7.24,3.51,2,73,282
21,Female,Freelancer,8.46,5.8,5.0,10.0,3,69,292
52,Male,Student,5.2,8.5,5.91,7.15,1,52,287
43,Female,Freelancer,3.37,7.84,7.3,6.02,1,11,167
29,Female,Designer,1.64,4.4,9.43,1.06,0,56,218
28,Female,Freelancer,6.76,8.65,5.67,10.0,4,100,80
54,Female,Doctor,1.38,6.34,9.51,1.0,1,59,76
42,Male,Teacher,8.12,4.74,4.05,10.0,4,91,183
35,Other,Doctor,7.94,7.86,3.94,10.0,4,35,282
36,Male,Software Engineer,3.91,6.59,6.58,5.49,3,64,257
40,Male,Freelancer,5.25,7.36,4.52,9.22,4,62,175
55,Female,Doctor,7.02,7.47,4.82,9.18,2,37,215
35,Male,Software Engineer,9.63,4.99,3.16,10.0,2,30,265
43,Female,Designer,5.68,8.85,5.88,8.83,1,114,28
23,Male,Software Engineer,9.97,4.53,3.51,10.0,4,16,125
21,Male,Freelancer,3.93,7.03,7.29,3.28,1,85,55
46,Female,Manager,5.74,4.73,5.23,8.74,0,33,244
51,Male,Designer,2.04,8.39,7.94,2.82,4,97,145
34,Male,Software Engineer,6.01,4.87,7.9,5.6,0,46,55
33,Female,Freelancer,5.83,6.21,7.58,5.35,2,51,47
19,Male,Freelancer,8.64,4.43,6.48,7.75,1,42,256
51,Male,Doctor,9.97,6.24,5.4,10.0,0,28,100
25,Female,Student,9.88,4.02,4.4,10.0,4,21,99
30,Male,Designer,3.13,6.22,7.29,5.22,3,98,259
59,Female,Software Engineer,4.05,7.44,6.94,6.4,1,109,251
25,Male,Student,3.47,4.91,6.47,5.51,1,37,114
47,Male,Freelancer,2.8,6.76,8.58,3.01,1,61,257
49,Male,Software Engineer,2.35,6.37,9.37,2.11,0,79,80
53,Male,Researcher,5.61,5.67,7.44,7.09,1,94,198
47,Male,Software Engineer,8.85,7.35,3.37,10.0,3,34,166
18,Male,Software Engineer,6.31,8.98,4.26,10.0,0,54,266
56,Male,Doctor,8.85,8.69,5.8,9.27,2,73,236
34,Male,Software Engineer,9.64,8.85,3.9,10.0,1,43,204
37,Female,Student,4.45,4.1,7.44,5.09,2,5,105
41,Female,Manager,8.52,5.28,4.36,10.0,2,18,225
39,Male,Software Engineer,1.47,8.61,6.33,6.01,1,11,264
46,Female,Manager,5.33,4.24,8.07,3.95,2,26,34
39,Female,Teacher,4.31,5.82,8.62,3.3,3,32,242
26,Female,Freelancer,2.84,7.26,8.36,2.61,3,89,289
54,Female,Designer,4.95,8.91,5.89,7.23,4,107,193
27,Other,Doctor,4.99,5.38,6.06,6.54,2,36,105
53,Male,Teacher,8.28,7.82,5.75,8.31,3,87,115
54,Female,Teacher,8.82,7.3,5.75,10.0,4,57,197
45,Female,Student,6.91,7.07,6.0,8.69,0,30,297
45,Male,Student,6.7,7.71,7.39,5.91,2,46,213
59,Male,Researcher,1.99,5.27,7.49,2.99,2,65,71
38,Female,Manager,6.18,5.69,4.93,7.62,1,85,28
41,Female,Manager,3.47,6.8,8.44,2.06,4,118,77
59,Male,Doctor,3.65,6.19,7.59,2.77,0,81,41
57,Male,Doctor,1.85,7.61,9.02,1.0,3,19,37
19,Female,Researcher,6.72,8.0,5.14,8.05,4,104,201
25,Male,Designer,6.25,6.64,5.26,8.72,1,81,235
44,Female,Software Engineer,2.98,5.97,7.04,4.24,4,28,123
39,Male,Doctor,3.37,8.56,7.0,5.22,2,115,280
54,Male,Doctor,7.96,7.75,3.42,10.0,2,112,161
44,Male,Manager,8.14,7.37,3.68,10.0,3,24,222
46,Male,Software Engineer,5.44,4.29,7.03,5.94,2,74,277
20,Male,Designer,2.34,6.64,8.79,3.09,3,99,29
30,Female,Freelancer,1.5,4.61,8.24,3.52,2,11,216
27,Female,Freelancer,3.44,7.3,8.31,2.81,4,7,250
53,Male,Student,7.58,5.5,6.68,6.66,3,91,54
26,Female,Designer,6.41,7.69,6.84,6.53,4,62,216
44,Female,Software Engineer,7.46,7.89,5.99,8.8,0,66,263
51,Male,Student,5.25,5.5,5.4,6.76,4,96,145
18,Male,Student,7.79,8.88,4.4,10.0,0,60,109
49,Male,Researcher,5.33,6.58,8.82,5.9,1,103,101
42,Other,Student,1.76,5.09,7.75,4.18,4,74,113
46,Female,Designer,1.72,7.88,8.55,1.0,2,83,233
24,Male,Researcher,8.48,7.8,3.28,10.0,2,93,200
20,Female,Manager,6.67,6.07,6.68,7.27,4,27,122
37,Male,Software Engineer,3.51,7.29,6.61,6.26,4,115,78
37,Male,Designer,7.81,4.11,3.62,10.0,0,95,140
47,Male,Designer,2.22,5.46,6.68,4.44,2,14,214
52,Female,Teacher,6.81,8.41,4.55,10.0,1,55,118
52,Male,Doctor,9.91,5.16,4.72,10.0,1,79,141
56,Female,Freelancer,2.35,8.53,6.84,4.94,4,4,118
44,Male,Designer,2.28,6.9,8.83,1.77,0,61,85
43,Male,Teacher,5.21,8.51,6.28,7.04,3,3,153
31,Other,Freelancer,6.78,4.65,5.43,10.0,2,26,252
34,Female,Manager,1.24,6.32,10.0,1.28,2,3,116
35,Female,Researcher,5.5,5.48,4.81,7.21,1,63,267
46,Female,Manager,1.75,8.43,7.26,4.15,1,80,247
37,Female,Software Engineer,3.17,5.71,7.33,5.66,1,13,247
44,Male,Teacher,7.41,6.94,5.42,10.0,4,0,75
35,Male,Researcher,7.65,8.14,4.72,9.04,3,72,202
21,Female,Designer,7.57,5.15,4.23,9.96,3,30,197
18,Female,Researcher,1.59,4.23,10.0,2.0,1,11,148
18,Female,Software Engineer,8.08,6.47,4.05,10.0,4,7,167
43,Male,Teacher,4.89,7.42,5.99,6.91,0,61,195
37,Male,Designer,5.28,7.6,5.09,7.87,4,98,183
40,Female,Software Engineer,4.78,6.09,8.28,5.23,2,102,189
27,Male,Freelancer,8.71,4.39,4.16,10.0,2,22,219
28,Male,Software Engineer,7.12,6.02,4.06,10.0,1,64,97
58,Male,Freelancer,5.5,4.61,4.72,7.55,3,64,71
58,Male,Doctor,8.51,4.36,3.55,10.0,3,77,215
22,Female,Manager,8.25,5.52,4.61,9.84,2,57,249
18,Female,Researcher,1.05,7.89,9.62,1.64,2,45,207
34,Male,Researcher,5.31,7.84,6.77,6.79,1,102,65
39,Male,Freelancer,1.38,7.04,10.0,1.0,3,102,196
51,Female,Designer,3.76,8.13,6.07,5.64,2,95,230
58,Male,Doctor,8.23,6.5,6.33,8.86,1,100,65
46,Female,Software Engineer,9.5,5.22,3.52,10.0,0,107,162
21,Female,Software Engineer,3.18,6.85,8.6,3.21,4,91,243
22,Female,Teacher,1.19,8.62,8.94,3.25,0,117,210
28,Female,Doctor,4.62,4.18,7.11,6.02,0,61,76
38,Male,Student,4.02,8.82,9.09,2.32,2,35,21
52,Female,Designer,7.09,7.72,4.77,8.87,3,96,136
29,Male,Manager,5.46,7.43,5.63,8.22,2,90,256
43,Male,Freelancer,4.59,7.07,5.08,6.2,0,96,40
36,Male,Doctor,3.07,5.29,5.22,8.06,4,2,181
24,Male,Software Engineer,8.46,8.43,3.71,10.0,0,19,134
24,Male,Teacher,3.24,8.86,5.97,4.81,2,63,28
43,Male,Designer,1.49,8.62,9.3,1.97,1,113,114
57,Female,Manager,6.08,4.54,5.94,8.52,2,98,79
22,Other,Freelancer,3.86,7.68,6.67,7.44,2,36,34
38,Male,Designer,7.41,6.78,4.94,10.0,2,61,67
31,Female,Teacher,1.73,7.94,7.68,2.38,3,13,257
21,Male,Software Engineer,9.7,5.76,4.68,10.0,1,74,158
40,Female,Researcher,2.68,8.78,8.44,2.34,3,40,208
59,Male,Freelancer,4.21,5.56,6.15,6.12,4,116,227
37,Female,Researcher,5.33,7.69,4.85,7.54,3,65,296
32,Male,Manager,9.01,6.52,3.84,10.0,0,118,63
46,Female,Student,7.5,7.08,4.66,10.0,0,3,254
25,Male,Teacher,2.3,4.58,9.49,1.0,4,9,280
58,Male,Student,4.95,7.05,6.64,7.29,0,70,201
36,Male,Doctor,5.89,6.82,5.7,7.14,0,18,110
56,Male,Researcher,7.32,7.59,3.34,9.69,4,70,67
45,Female,Designer,6.15,5.44,7.14,5.99,2,26,45
44,Female,Manager,5.12,8.16,5.55,8.89,4,33,90
21,Male,Researcher,7.89,8.73,5.31,10.0,4,68,184
32,Other,Software Engineer,4.4,8.41,8.55,5.92,1,39,298
52,Male,Student,9.88,5.96,2.78,10.0,1,93,244
54,Other,Software Engineer,9.53,7.81,5.97,8.66,3,39,107
18,Male,Doctor,7.37,5.83,5.62,8.85,4,104,261
20,Female,Student,8.94,8.32,4.13,10.0,1,25,85
41,Male,Software Engineer,4.54,5.88,6.26,6.75,0,72,257
44,Female,Software Engineer,6.23,4.93,5.44,7.95,3,50,258
57,Male,Freelancer,3.45,6.45,6.26,5.1,4,34,121
53,Female,Doctor,8.97,4.68,5.36,10.0,4,5,44
51,Female,Teacher,5.24,6.93,7.28,6.74,3,60,239
46,Male,Manager,5.83,6.88,6.6,7.48,0,88,33
41,Other,Doctor,8.78,6.45,3.7,10.0,4,113,264
41,Other,Student,8.18,7.02,3.18,10.0,4,106,119
59,Other,Student,3.9,8.88,5.88,6.4,0,107,29
21,Other,Designer,1.79,5.92,7.98,3.14,3,73,263
20,Female,Software Engineer,2.46,6.11,6.48,5.74,0,60,28
51,Other,Manager,4.05,5.37,7.78,6.31,3,18,140
40,Female,Student,3.75,4.92,6.5,6.58,0,34,278
40,Male,Teacher,1.34,5.45,5.48,5.64,1,102,150
22,Female,Teacher,4.89,5.06,6.77,6.1,2,25,29
48,Female,Doctor,1.95,6.16,8.8,3.19,4,108,42
58,Female,Researcher,2.99,5.17,6.12,5.96,4,34,132
23,Male,Student,8.09,6.59,4.57,10.0,4,50,286
54,Male,Manager,5.45,5.43,5.78,8.85,3,59,66
27,Female,Manager,4.36,6.12,8.09,4.55,2,114,125
57,Female,Researcher,2.67,4.65,6.12,5.87,1,66,268
24,Male,Student,8.8,4.82,2.85,10.0,2,4,160
56,Male,Researcher,9.13,7.07,4.65,10.0,1,44,137
55,Male,Freelancer,5.67,6.83,6.59,7.52,4,72,177
38,Female,Designer,9.29,4.86,4.95,10.0,3,59,193
37,Male,Designer,5.18,5.47,8.18,6.09,2,59,139
20,Female,Designer,1.97,5.11,8.07,3.73,0,28,177
39,Other,Freelancer,1.15,7.99,6.74,3.8,3,116,107
21,Female,Student,2.16,5.82,6.81,4.31,2,114,206
45,Male,Doctor,6.6,6.03,6.23,8.26,0,43,20
29,Female,Freelancer,3.89,7.32,6.62,7.46,4,97,287
55,Female,Manager,6.83,5.63,4.64,9.39,3,19,39
53,Male,Doctor,5.57,5.89,6.55,6.48,2,79,108
58,Female,Researcher,4.0,7.99,7.5,6.72,4,53,179
22,Female,Doctor,2.97,7.97,9.89,4.26,1,96,244
30,Female,Freelancer,1.73,7.02,7.53,2.79,4,55,75
40,Female,Doctor,8.04,6.79,4.56,10.0,2,55,299
47,Male,Teacher,8.37,4.91,3.36,10.0,4,39,112
54,Male,Student,5.87,6.37,5.82,7.47,2,21,61
42,Male,Software Engineer,2.41,5.37,5.84,5.52,3,46,255
44,Female,Student,3.37,7.65,5.68,6.57,2,78,87
31,Female,Doctor,9.6,7.14,3.46,10.0,3,59,224
53,Male,Teacher,3.03,5.89,7.38,4.49,2,35,119
56,Male,Teacher,1.51,6.68,10.0,1.25,4,113,209
33,Female,Student,5.95,6.11,5.7,7.78,0,85,228
39,Female,Researcher,3.36,4.73,7.62,5.64,2,33,297
38,Male,Software Engineer,9.62,7.9,6.39,10.0,4,88,165
38,Female,Freelancer,6.17,8.49,7.92,6.9,1,91,215
25,Female,Freelancer,9.69,8.65,5.8,9.84,3,33,258
33,Male,Doctor,8.07,7.95,3.05,10.0,1,84,271
48,Male,Teacher,7.51,8.11,5.36,8.91,4,26,250
59,Male,Doctor,8.47,4.28,2.85,10.0,3,64,179
27,Male,Doctor,6.44,7.91,8.02,6.29,4,28,72
49,Female,Manager,1.1,5.52,9.87,1.0,2,119,198
51,Male,Doctor,4.53,4.69,8.06,4.58,3,31,287
26,Male,Designer,2.97,6.61,6.62,7.25,1,56,202
34,Female,Manager,4.91,6.85,5.98,5.18,1,12,26
28,Male,Doctor,5.23,6.42,6.92,5.51,1,76,173
49,Female,Doctor,2.15,7.26,7.07,5.41,2,35,284
27,Male,Software Engineer,1.21,7.57,8.82,1.99,0,12,169
39,Female,Freelancer,2.24,4.69,5.5,7.09,1,45,76
34,Other,Manager,8.72,7.08,6.31,10.0,4,4,193
21,Male,Freelancer,7.8,4.27,6.38,10.0,4,52,254
42,Female,Manager,8.19,6.24,5.07,8.49,0,73,150
38,Male,Software Engineer,3.49,4.5,7.16,5.19,3,110,293
54,Female,Designer,3.12,6.25,5.84,7.34,1,77,297
55,Female,Manager,1.34,4.88,9.56,2.76,3,16,181
18,Male,Designer,5.25,7.67,6.39,6.76,1,1,187
42,Female,Doctor,4.44,8.5,5.63,9.2,3,97,70
53,Male,Teacher,8.52,4.85,3.88,10.0,1,79,115
34,Other,Teacher,7.14,7.68,6.34,8.26,0,24,259
58,Male,Student,2.3,4.73,7.79,4.63,2,6,98
41,Female,Teacher,9.88,6.17,4.11,10.0,1,33,225
19,Male,Teacher,7.94,7.13,4.77,10.0,4,85,296
57,Female,Software Engineer,7.48,6.69,3.75,10.0,1,25,244
32,Other,Student,2.95,4.29,6.75,5.44,4,57,119
49,Female,Freelancer,9.15,5.81,3.94,10.0,1,60,203
56,Male,Researcher,5.27,6.35,8.65,4.98,0,115,140
23,Female,Student,3.68,5.96,4.9,7.85,1,19,121
18,Male,Software Engineer,6.89,7.33,5.17,10.0,2,105,246
40,Male,Researcher,2.91,8.44,8.49,2.73,3,64,261
56,Male,Teacher,9.17,7.34,3.29,10.0,4,72,112
34,Male,Teacher,8.69,6.95,3.67,10.0,3,114,210
51,Female,Student,5.18,4.75,8.95,3.34,4,21,148
58,Male,Teacher,2.72,5.74,5.55,5.59,2,94,170
46,Female,Student,5.47,6.74,6.27,7.59,0,16,243
26,Male,Teacher,2.34,8.67,8.88,3.02,0,62,216
30,Male,Doctor,3.43,5.52,7.99,5.92,4,116,297
23,Female,Software Engineer,5.34,5.69,7.26,6.39,1,65,186
23,Male,Researcher,1.19,6.95,8.32,2.43,2,15,212
37,Male,Manager,7.89,8.5,4.27,7.59,2,54,42
20,Male,Designer,2.77,6.72,7.1,3.9,2,55,166
34,Female,Freelancer,8.8,4.87,5.77,10.0,3,42,27
29,Female,Doctor,1.2,4.38,8.13,1.0,3,73,157
18,Male,Teacher,5.79,8.44,7.18,8.24,2,9,256
34,Male,Designer,7.99,7.35,4.47,10.0,2,52,121
20,Female,Manager,3.14,5.1,6.35,6.56,3,59,253
43,Other,Doctor,7.37,7.62,3.59,10.0,4,88,120
32,Male,Manager,7.49,7.6,3.86,10.0,3,117,133
53,Female,Software Engineer,6.74,7.86,5.96,6.57,1,98,223
49,Male,Designer,4.28,8.46,7.43,6.15,2,14,256
49,Male,Manager,8.07,4.76,5.04,10.0,4,82,166
21,Male,Designer,6.66,8.78,4.62,9.51,4,3,20
35,Female,Software Engineer,6.31,8.99,5.02,9.77,3,46,241
36,Male,Manager,8.37,4.07,4.04,10.0,4,118,58
52,Female,Doctor,3.2,4.46,7.83,3.74,0,21,61
57,Male,Designer,3.09,6.17,6.2,5.32,3,35,271
31,Male,Freelancer,4.48,4.17,8.64,4.59,3,21,68
50,Female,Freelancer,1.66,7.67,9.71,1.0,3,18,283
31,Male,Freelancer,4.04,7.25,5.56,6.83,1,72,46
51,Male,Researcher,4.66,7.88,5.15,6.53,0,10,111
21,Male,Researcher,5.46,8.99,5.61,7.48,4,71,71
41,Male,Manager,3.29,8.67,8.53,5.48,2,64,42
46,Male,Software Engineer,9.16,5.5,3.37,10.0,0,85,236
36,Male,Freelancer,3.57,5.98,5.41,6.54,3,110,188
23,Male,Manager,8.66,7.88,5.01,10.0,2,65,190
50,Male,Manager,5.0,5.94,7.15,6.88,3,14,92
57,Other,Doctor,7.46,7.49,4.12,10.0,1,28,141
36,Male,Teacher,2.0,8.59,4.71,6.81,3,14,37
18,Male,Student,5.9,6.03,7.22,7.84,0,106,264
22,Other,Teacher,9.65,6.8,5.12,10.0,1,81,251
44,Female,Researcher,7.0,8.21,5.4,8.39,3,73,174
33,Male,Teacher,8.38,6.39,4.79,10.0,0,54,133
23,Male,Student,3.35,5.45,6.56,7.69,4,82,236
57,Female,Manager,8.2,5.29,5.96,7.48,3,112,162
30,Male,Teacher,4.16,4.36,8.08,5.6,1,58,201
52,Female,Researcher,5.37,5.65,7.67,5.19,4,60,165
36,Other,Researcher,2.69,7.43,6.5,6.92,3,73,20
29,Female,Teacher,5.37,4.29,6.01,7.65,4,56,268
33,Male,Software Engineer,5.64,5.37,5.39,6.17,2,90,193
27,Female,Software Engineer,6.6,4.56,5.4,9.31,2,21,218
42,Female,Doctor,8.82,6.02,5.71,10.0,1,112,36
37,Female,Researcher,3.74,4.47,6.72,5.92,3,29,55
48,Male,Designer,9.86,7.73,4.99,10.0,0,24,120
21,Female,Manager,8.63,8.64,5.17,10.0,4,78,255
40,Female,Freelancer,4.63,4.96,5.82,7.4,0,66,149
19,Other,Researcher,3.04,5.25,6.69,3.3,1,8,158
39,Female,Doctor,1.64,4.8,9.82,1.51,4,33,244
54,Male,Researcher,3.11,4.94,6.55,5.32,3,96,46
25,Female,Researcher,8.96,5.56,3.98,10.0,3,63,267
24,Male,Software Engineer,3.63,5.41,6.9,4.94,0,22,130
31,Female,Researcher,2.24,5.93,7.13,2.66,0,9,122
20,Male,Software Engineer,1.2,6.62,7.58,2.16,1,97,120
33,Male,Student,3.68,7.64,7.58,5.84,1,45,115
36,Female,Student,2.95,8.42,8.91,4.12,4,50,126
35,Male,Freelancer,1.92,6.3,7.7,5.25,2,61,68
33,Female,Researcher,9.56,8.54,3.29,10.0,3,38,268
25,Female,Freelancer,3.41,7.4,6.42,5.83,4,64,130
50,Male,Software Engineer,1.06,7.64,8.13,1.65,2,71,297
29,Male,Teacher,9.5,6.61,3.77,10.0,3,102,297
28,Female,Freelancer,6.21,6.62,6.55,7.52,0,77,230
22,Male,Doctor,1.75,6.66,8.17,1.61,4,66,296
44,Female,Software Engineer,1.28,6.46,8.44,2.89,1,75,50
29,Female,Manager,1.97,6.29,7.37,2.21,1,77,26
34,Female,Researcher,6.32,7.87,7.53,5.52,4,52,47
23,Female,Software Engineer,1.56,5.94,7.88,3.47,3,42,215
50,Female,Student,6.11,5.03,5.35,7.75,0,17,142
22,Female,Doctor,6.87,4.68,2.01,10.0,4,33,84
45,Female,Researcher,2.33,8.4,9.6,1.89,2,8,284
31,Female,Doctor,5.4,8.31,4.37,10.0,0,1,262
22,Male,Designer,9.67,5.22,5.37,10.0,1,14,89
50,Male,Software Engineer,8.53,4.59,2.51,10.0,0,8,87
58,Female,Designer,7.51,8.8,5.47,10.0,3,59,259
36,Female,Student,5.66,6.41,5.67,7.74,3,10,51
39,Male,Designer,4.55,4.47,6.8,5.95,0,60,32
22,Male,Teacher,5.06,5.08,6.36,7.12,1,61,114
19,Female,Software Engineer,7.88,7.52,5.58,10.0,0,20,259
47,Male,Software Engineer,5.99,4.41,4.29,9.94,1,64,20
56,Male,Doctor,7.88,6.17,4.99,10.0,4,19,33
21,Male,Researcher,9.73,6.14,4.32,10.0,3,89,291
50,Female,Freelancer,6.76,7.43,5.61,9.29,0,115,123
30,Female,Designer,6.43,5.0,5.85,6.63,0,72,68
37,Male,Doctor,4.66,8.92,4.59,9.04,1,79,127
24,Male,Manager,2.77,4.78,8.43,3.8,2,50,172
32,Female,Researcher,4.37,6.99,6.58,7.09,1,89,226
40,Female,Designer,5.68,5.64,5.59,8.0,2,7,71
31,Female,Freelancer,1.31,4.66,9.6,1.4,0,90,58
40,Male,Designer,5.28,6.69,5.81,7.6,3,73,46
36,Male,Researcher,8.76,4.85,2.95,10.0,4,46,176
46,Female,Freelancer,9.79,7.4,3.78,10.0,3,14,234
37,Male,Freelancer,8.7,4.16,3.08,10.0,3,113,96
46,Female,Student,2.55,6.55,6.87,5.35,4,18,208
41,Male,Researcher,2.4,5.09,5.06,6.76,0,23,179
35,Male,Designer,4.54,8.75,7.94,3.74,1,12,275
27,Male,Doctor,3.03,7.55,8.97,2.87,3,109,138
58,Female,Researcher,7.08,7.78,7.25,8.01,1,43,129
25,Male,Manager,1.76,7.53,7.24,2.25,3,6,225
43,Male,Freelancer,4.99,7.33,7.85,8.7,0,70,110
46,Male,Researcher,3.52,4.69,7.78,4.27,1,99,191
27,Male,Designer,6.36,8.99,6.33,6.95,4,47,178
34,Male,Designer,8.17,7.29,7.64,7.34,0,91,77
19,Male,Software Engineer,9.31,8.49,5.47,10.0,4,99,28
23,Male,Software Engineer,9.67,6.52,5.29,10.0,3,14,208
22,Female,Manager,4.16,5.43,4.94,8.94,3,98,264
45,Female,Freelancer,8.7,6.19,4.72,10.0,4,11,67
58,Male,Software Engineer,6.33,6.0,3.49,10.0,3,27,120
22,Male,Teacher,7.23,4.08,6.22,9.48,3,94,184
35,Female,Software Engineer,8.66,7.37,4.71,10.0,4,57,98
43,Male,Teacher,2.17,7.69,7.82,4.53,1,30,117
37,Male,Researcher,9.53,4.2,4.07,10.0,1,75,72
58,Female,Manager,5.93,5.23,8.02,5.93,0,80,194
44,Female,Teacher,4.02,7.32,8.1,3.62,4,3,30
29,Male,Researcher,4.05,5.61,8.94,2.36,0,57,75
24,Male,Manager,7.76,8.67,4.59,9.88,2,74,195
20,Female,Doctor,7.11,4.56,5.59,8.0,3,96,126
27,Male,Software Engineer,7.57,8.64,6.6,7.29,4,57,217
51,Female,Designer,3.28,8.57,8.59,4.82,2,103,33
42,Male,Freelancer,2.53,8.78,9.08,2.55,4,86,143
52,Male,Student,7.5,4.39,6.69,6.84,4,77,89
33,Female,Freelancer,3.69,5.36,8.6,3.8,3,74,231
19,Female,Designer,3.0,5.26,7.73,4.07,4,85,270
41,Female,Software Engineer,2.93,8.43,6.92,4.46,2,40,264
27,Male,Designer,2.34,8.04,5.79,6.05,2,105,294
55,Female,Software Engineer,4.84,4.79,4.36,8.58,1,72,76
39,Female,Freelancer,3.35,4.71,7.46,4.05,3,99,158
43,Female,Software Engineer,9.04,6.37,3.19,10.0,4,21,167
56,Female,Designer,7.2,4.87,5.38,10.0,0,48,259
44,Male,Researcher,7.69,6.38,4.1,10.0,0,94,284
46,Male,Teacher,4.63,8.22,5.25,8.39,3,30,292
55,Female,Doctor,6.4,6.5,6.4,8.69,4,39,298
37,Female,Doctor,5.51,7.62,6.0,8.6,3,69,251
