age,gender,occupation,daily_screen_time_hours,sleep_duration_hours,stress_level,caffeine_intake_cups
25,Female,Software Engineer,2.61,7.46,5.41,3
26,Male,Designer,2.46,6.84,5.5,2
32,Female,Researcher,4.25,7.68,6.39,2
57,Male,Manager,6.16,5.15,8.55,0
35,Female,Researcher,4.75,6.45,6.12,4
59,Female,Software Engineer,6.37,8.76,9.65,0
37,Male,Designer,7.35,8.04,7.15,4
23,Female,Freelancer,7.74,8.63,9.72,0
29,Male,Student,4.61,8.84,6.22,2
19,Male,Teacher,7.45,6.94,10.0,4
24,Female,Researcher,2.27,4.98,3.32,2
33,Other,Teacher,5.62,7.71,7.11,2
20,Male,Teacher,1.65,4.04,3.82,0
20,Male,Freelancer,3.2,4.45,4.21,0
44,Male,Teacher,6.25,5.43,8.47,3
57,Male,Researcher,7.66,4.08,10.0,2
55,Male,Freelancer,1.86,7.42,1.0,3
50,Female,Student,2.86,8.08,3.68,1
45,Male,Manager,9.93,7.77,10.0,2
18,Female,Manager,4.04,4.72,4.53,3
25,Male,Student,3.56,8.02,7.37,1
54,Female,Researcher,1.77,8.14,4.15,2
49,Female,Designer,7.25,4.48,7.19,2
54,Female,Student,5.57,6.46,7.92,1
21,Male,Teacher,2.42,7.44,4.76,0
47,Female,Freelancer,6.7,6.03,10.0,1
23,Female,Researcher,5.73,8.45,10.0,4
36,Female,Researcher,6.08,6.65,6.19,2
49,Female,Manager,9.95,4.61,10.0,4
26,Male,Doctor,1.26,6.65,1.9,1
29,Female,Designer,9.23,6.89,10.0,0
28,Other,Software Engineer,8.58,8.77,10.0,4
33,Female,Manager,4.74,6.11,5.96,3
18,Female,Teacher,8.93,8.47,10.0,3
38,Female,Freelancer,6.84,5.6,8.43,2
47,Female,Manager,9.0,6.26,9.76,2
30,Female,Freelancer,6.35,7.38,7.77,0
51,Female,Teacher,2.95,8.43,5.51,0
21,Male,Teacher,6.19,7.87,10.0,3
45,Female,Manager,2.61,4.78,5.26,0
55,Female,Manager,2.27,4.97,4.07,3
48,Male,Manager,6.89,4.34,9.18,4
44,Male,Student,9.53,7.11,10.0,3
22,Female,Manager,6.3,6.2,10.0,0
42,Female,Freelancer,8.16,8.38,8.65,0
20,Male,Software Engineer,2.52,8.95,4.26,3
50,Female,Designer,6.89,8.39,6.59,1
21,Female,Teacher,7.6,4.23,7.74,1
42,Male,Researcher,1.37,8.72,1.62,0
37,Male,Manager,1.87,4.51,2.97,3
51,Female,Software Engineer,8.03,6.24,10.0,1
43,Female,Doctor,4.96,5.49,9.82,2
22,Male,Freelancer,4.65,4.78,6.99,4
52,Male,Manager,9.28,4.86,10.0,4
45,Male,Student,9.93,5.73,10.0,3
46,Female,Teacher,7.88,4.13,10.0,1
26,Male,Software Engineer,8.13,4.32,10.0,3
55,Female,Freelancer,2.87,7.57,3.9,0
23,Male,Manager,2.73,7.13,2.97,0
36,Female,Researcher,9.83,4.5,10.0,2
28,Male,Software Engineer,7.26,6.16,7.27,0
19,Female,Teacher,7.18,7.04,9.13,3
26,Female,Software Engineer,3.58,4.49,3.65,4
38,Male,Software Engineer,8.98,8.86,10.0,4
41,Male,Freelancer,1.4,8.24,4.65,1
51,Female,Manager,3.47,5.14,4.11,0
39,Male,Manager,2.62,6.59,5.14,1
20,Female,Freelancer,7.4,6.54,10.0,0
29,Male,Researcher,7.44,5.67,10.0,4
45,Male,Designer,5.81,7.8,7.77,4
47,Female,Student,1.05,7.29,1.82,2
43,Female,Designer,8.86,8.32,6.81,4
38,Female,Student,9.6,4.03,10.0,0
45,Male,Student,2.82,7.02,3.09,4
43,Male,Designer,8.58,8.96,10.0,4
50,Female,Freelancer,9.76,7.95,10.0,4
38,Male,Teacher,3.94,5.72,1.0,3
52,Male,Freelancer,2.67,4.78,6.42,1
51,Male,Software Engineer,9.8,6.14,10.0,3
58,Male,Researcher,1.54,6.12,4.66,2
35,Female,Doctor,3.48,6.93,6.78,0
28,Female,Designer,7.68,4.33,10.0,3
40,Female,Designer,6.56,5.94,6.23,0
39,Female,Teacher,7.16,8.27,9.99,2
34,Female,Researcher,7.37,7.22,9.03,1
22,Female,Software Engineer,7.18,6.17,10.0,0
28,Female,Manager,4.08,5.55,3.67,1
47,Male,Freelancer,3.8,5.4,6.29,2
32,Male,Designer,4.86,7.74,8.73,1
44,Female,Doctor,8.27,6.14,9.46,2
52,Male,Software Engineer,9.44,5.23,10.0,4
50,Male,Designer,5.1,8.06,3.69,2
37,Female,Researcher,1.77,5.33,1.22,2
33,Female,Manager,9.44,4.32,10.0,1
51,Female,Designer,1.72,6.74,4.3,0
19,Male,Manager,2.43,5.4,3.96,4
52,Other,Student,8.81,4.02,10.0,3
57,Female,Student,5.96,6.51,8.75,3
45,Female,Designer,4.17,8.47,6.61,0
56,Male,Researcher,9.38,7.22,10.0,0
23,Male,Teacher,9.64,4.09,10.0,4
26,Male,Student,3.98,5.89,5.86,2
37,Male,Designer,8.82,5.24,10.0,0
18,Male,Manager,7.11,7.35,9.81,4
25,Male,Software Engineer,3.47,6.28,7.15,0
40,Female,Researcher,9.47,4.86,10.0,2
20,Female,Freelancer,1.57,6.28,3.73,0
21,Female,Manager,3.86,8.66,3.96,4
42,Male,Researcher,4.57,6.05,4.99,2
55,Male,Researcher,7.22,8.35,10.0,2
32,Male,Doctor,1.35,6.38,2.14,0
38,Male,Student,9.01,7.79,10.0,1
52,Male,Freelancer,6.93,7.93,9.06,1
31,Female,Freelancer,3.48,7.8,4.16,1
53,Female,Freelancer,6.93,7.19,9.29,0
29,Female,Designer,5.83,8.76,6.48,0
34,Female,Student,4.03,8.64,5.07,0
56,Female,Manager,1.26,5.51,1.0,3
26,Female,Manager,5.96,7.47,10.0,3
52,Female,Software Engineer,1.74,7.32,3.13,4
30,Female,Researcher,8.29,5.0,10.0,4
32,Female,Teacher,1.8,5.33,1.0,2
35,Female,Designer,4.86,5.55,6.86,4
50,Male,Software Engineer,4.91,5.66,7.07,4
23,Female,Doctor,6.01,8.27,5.58,3
44,Female,Designer,1.36,7.79,1.0,1
40,Female,Researcher,2.83,8.04,6.98,4
44,Male,Doctor,2.8,8.57,4.76,4
51,Male,Researcher,6.39,6.57,8.29,4
55,Female,Teacher,3.37,8.18,4.81,4
31,Female,Designer,2.3,7.48,3.78,3
53,Male,Designer,1.17,6.32,3.32,1
25,Female,Researcher,8.56,4.97,10.0,3
52,Female,Freelancer,9.74,6.15,10.0,3
36,Male,Researcher,7.33,5.03,7.96,1
47,Female,Software Engineer,4.71,5.44,4.57,0
31,Male,Student,2.1,5.42,2.75,4
37,Female,Designer,5.28,7.81,7.63,4
42,Female,Teacher,5.12,6.54,8.65,3
57,Female,Designer,4.78,7.97,6.97,2
41,Female,Designer,4.4,8.39,6.71,4
31,Male,Designer,5.47,7.06,9.55,0
43,Female,Freelancer,1.66,6.04,1.0,3
55,Female,Researcher,1.34,8.28,3.77,1
40,Female,Designer,1.58,6.84,2.94,0
39,Male,Researcher,2.8,8.28,3.71,2
36,Male,Teacher,3.5,5.33,5.13,2
20,Female,Researcher,2.53,6.83,3.19,2
59,Female,Software Engineer,3.27,5.06,5.11,1
36,Male,Student,2.67,7.49,2.98,0
26,Other,Teacher,2.36,6.93,5.56,2
45,Female,Teacher,3.64,6.78,8.89,2
37,Female,Doctor,4.58,7.2,5.76,3
24,Female,Student,7.7,5.88,9.83,1
31,Female,Freelancer,9.6,4.96,9.66,2
26,Female,Software Engineer,9.27,8.03,9.66,1
36,Male,Researcher,5.28,5.92,7.97,2
31,Female,Manager,5.15,8.94,4.6,4
55,Female,Software Engineer,2.13,6.41,3.99,4
53,Female,Researcher,9.75,6.45,10.0,0
57,Female,Manager,7.84,7.39,8.67,0
34,Male,Doctor,8.63,7.33,9.4,1
47,Male,Doctor,3.11,4.9,4.11,1
26,Female,Freelancer,4.61,5.36,7.15,3
50,Male,Teacher,1.92,5.16,3.63,1
42,Female,Software Engineer,9.47,4.27,10.0,0
31,Male,Manager,3.57,4.11,8.3,3
28,Male,Software Engineer,6.36,7.22,7.46,2
52,Male,Manager,2.37,6.49,5.57,0
58,Female,Software Engineer,8.23,8.47,10.0,2
31,Female,Teacher,2.68,5.5,3.78,0
47,Female,Manager,8.28,7.94,9.73,4
58,Female,Software Engineer,4.62,4.52,5.85,4
21,Male,Designer,6.2,8.08,7.26,3
21,Male,Researcher,3.43,8.61,5.84,1
45,Female,Doctor,8.94,7.14,10.0,3
25,Female,Freelancer,7.84,7.68,9.21,1
19,Male,Doctor,4.19,8.94,4.96,3
58,Female,Manager,6.27,5.89,7.73,2
39,Female,Doctor,2.16,4.15,2.22,3
58,Male,Freelancer,2.44,7.41,3.04,1
33,Male,Researcher,5.8,4.07,8.78,2
46,Female,Doctor,6.77,6.84,9.39,2
47,Male,Designer,6.02,6.99,8.62,3
29,Male,Student,6.03,6.92,8.17,0
52,Female,Software Engineer,7.68,4.83,10.0,4
28,Male,Researcher,9.12,4.38,10.0,4
38,Female,Manager,4.49,8.54,7.25,3
38,Male,Doctor,5.83,6.71,7.08,0
22,Female,Software Engineer,9.04,5.62,10.0,2
37,Female,Software Engineer,5.18,7.86,5.7,2
54,Male,Researcher,5.01,8.61,5.25,1
20,Male,Designer,7.9,6.02,7.99,1
50,Female,Freelancer,8.9,4.49,10.0,0
26,Female,Software Engineer,7.64,7.46,9.44,3
26,Female,Freelancer,1.9,8.54,1.99,3
21,Male,Doctor,5.18,8.9,2.42,1
52,Female,Manager,2.91,8.07,1.8,4
34,Female,Researcher,3.86,5.34,3.54,0
51,Female,Software Engineer,5.22,5.79,8.32,3
41,Female,Designer,2.99,4.68,4.83,2
49,Male,Manager,5.64,7.56,8.04,2
18,Female,Manager,6.79,4.85,10.0,3
25,Male,Manager,8.87,6.16,10.0,0
40,Male,Doctor,2.9,6.66,1.69,4
57,Female,Designer,3.8,5.91,6.25,4
29,Other,Researcher,4.65,4.75,6.28,3
29,Male,Teacher,3.02,5.45,2.85,0
32,Female,Student,3.99,7.16,4.94,4
58,Male,Software Engineer,8.95,7.63,10.0,3
36,Female,Software Engineer,2.25,7.07,4.03,1
43,Female,Software Engineer,4.99,8.83,6.37,1
46,Male,Freelancer,3.8,7.07,4.49,4
39,Male,Teacher,1.69,5.13,1.71,0
57,Male,Manager,1.87,6.46,2.93,4
38,Male,Manager,8.06,8.18,10.0,0
55,Male,Freelancer,8.67,5.63,10.0,4
37,Female,Researcher,7.67,7.69,9.45,2
46,Male,Student,5.85,7.93,4.78,1
21,Female,Designer,7.95,8.67,7.69,1
24,Male,Teacher,2.37,6.01,1.0,0
45,Female,Teacher,8.02,5.3,10.0,4
45,Male,Doctor,4.81,6.54,8.36,1
21,Male,Manager,7.75,8.97,9.31,3
39,Female,Teacher,3.05,8.51,2.78,4
29,Male,Researcher,8.49,5.42,10.0,0
20,Female,Teacher,6.11,4.98,8.31,0
39,Female,Software Engineer,1.07,6.38,2.3,3
19,Female,Freelancer,5.67,4.83,7.56,2
41,Male,Manager,3.79,7.79,6.94,1
51,Male,Doctor,1.52,4.18,1.0,2
44,Female,Designer,5.03,5.12,8.15,0
58,Female,Researcher,3.8,4.09,4.99,0
18,Male,Student,2.84,5.13,4.68,4
25,Male,Researcher,4.14,4.26,8.12,0
40,Male,Designer,2.62,7.37,4.34,1
55,Female,Doctor,3.7,6.85,3.26,1
23,Male,Software Engineer,2.04,5.07,4.77,0
39,Female,Student,1.76,5.03,3.24,2
42,Male,Designer,9.19,5.46,10.0,4
35,Male,Manager,9.12,7.99,10.0,0
34,Male,Manager,8.45,4.75,10.0,4
29,Female,Student,3.07,4.61,6.81,3
23,Male,Student,7.53,6.54,10.0,3
43,Male,Student,6.31,8.32,7.82,3
44,Male,Teacher,1.46,5.12,3.76,3
25,Male,Doctor,9.1,4.53,10.0,3
36,Male,Manager,9.98,6.46,10.0,2
59,Female,Manager,7.38,7.66,10.0,2
18,Female,Doctor,3.08,7.09,5.33,2
46,Male,Software Engineer,5.99,6.09,6.42,0
52,Female,Manager,1.98,4.2,3.89,3
57,Male,Designer,3.69,5.5,6.05,4
31,Male,Software Engineer,7.46,8.6,9.55,3
52,Other,Freelancer,3.71,5.11,5.13,0
37,Female,Freelancer,2.32,7.07,4.5,0
30,Other,Designer,1.07,8.54,3.17,0
55,Male,Student,6.15,6.44,10.0,2
25,Male,Manager,9.72,6.23,9.24,4
37,Female,Designer,5.36,4.71,9.47,3
50,Female,Designer,2.91,8.9,5.76,0
43,Male,Researcher,5.17,4.88,8.51,3
56,Female,Student,6.42,6.41,10.0,3
38,Female,Freelancer,8.21,4.86,10.0,2
59,Male,Software Engineer,5.07,5.74,8.82,3
58,Female,Designer,2.56,8.42,1.5,1
26,Female,Researcher,2.69,7.22,4.32,4
41,Male,Manager,9.1,4.05,8.73,1
54,Other,Software Engineer,3.13,8.83,2.77,2
58,Male,Software Engineer,7.55,7.92,10.0,3
34,Male,Doctor,3.42,8.99,5.39,4
41,Female,Freelancer,7.49,7.81,9.65,4
38,Other,Researcher,1.71,7.82,5.28,3
56,Female,Researcher,2.87,7.5,4.41,0
58,Female,Manager,4.68,6.12,6.25,3
56,Female,Researcher,5.64,5.57,9.73,1
30,Female,Manager,4.18,6.63,6.7,4
28,Male,Student,6.16,4.89,7.36,3
36,Female,Student,3.93,7.61,4.03,1
28,Female,Researcher,7.11,8.99,10.0,0
30,Male,Teacher,5.6,7.0,5.75,0
18,Female,Manager,7.35,8.28,8.41,0
57,Female,Researcher,4.88,4.86,8.41,0
36,Female,Researcher,8.89,8.13,10.0,2
29,Male,Freelancer,4.44,8.54,4.09,2
25,Female,Software Engineer,3.77,8.19,3.42,2
25,Male,Researcher,6.01,7.14,4.72,0
29,Male,Teacher,5.58,8.63,7.47,0
50,Female,Manager,5.66,8.81,5.64,4
43,Female,Student,8.17,8.08,10.0,3
56,Male,Freelancer,6.3,6.74,7.99,3
45,Male,Researcher,8.97,8.18,10.0,2
22,Female,Student,6.57,5.86,10.0,3
25,Other,Manager,1.2,5.73,5.14,2
42,Female,Teacher,8.83,5.74,10.0,3
44,Female,Student,8.56,5.0,10.0,4
40,Male,Student,1.44,7.11,3.22,0
47,Male,Doctor,2.13,7.31,5.76,1
40,Male,Designer,6.01,8.3,9.92,4
37,Male,Researcher,1.39,7.47,1.81,3
35,Male,Manager,4.7,7.9,4.76,1
35,Male,Doctor,9.78,7.44,10.0,1
19,Female,Freelancer,2.55,7.49,1.94,1
21,Male,Designer,2.85,5.7,4.26,0
47,Female,Manager,7.09,8.83,10.0,4
50,Female,Doctor,1.4,7.19,1.86,2
53,Female,Researcher,8.39,6.94,9.9,0
35,Female,Doctor,2.79,8.24,2.2,0
54,Female,Manager,5.78,6.1,8.24,2
36,Male,Software Engineer,3.24,4.48,3.6,1
45,Male,Teacher,6.93,5.2,7.86,1
57,Male,Manager,6.28,8.04,3.96,3
37,Male,Doctor,9.52,7.66,10.0,1
50,Female,Software Engineer,5.01,4.59,8.36,3
29,Female,Doctor,8.87,4.35,10.0,2
32,Female,Teacher,6.18,7.11,7.22,1
58,Male,Freelancer,9.23,8.69,10.0,0
56,Other,Researcher,3.63,4.87,6.35,3
19,Male,Software Engineer,5.95,6.75,8.73,4
46,Female,Manager,4.51,8.06,6.64,0
58,Male,Designer,1.59,6.64,1.54,1
27,Male,Freelancer,6.17,5.76,10.0,1
19,Male,Teacher,8.15,7.95,10.0,3
28,Female,Researcher,6.01,7.86,9.31,4
30,Male,Student,3.51,8.15,4.75,4
27,Male,Manager,3.37,8.73,9.69,2
31,Female,Researcher,3.14,4.75,6.8,1
35,Female,Manager,9.82,5.7,9.36,2
26,Male,Manager,4.59,8.93,4.77,3
56,Female,Software Engineer,3.85,6.97,5.33,1
45,Male,Student,4.77,7.35,7.04,2
20,Male,Freelancer,2.04,8.42,3.45,2
37,Male,Freelancer,2.76,7.46,5.27,3
23,Male,Software Engineer,5.58,7.42,8.68,3
44,Female,Designer,8.19,4.52,10.0,4
19,Female,Software Engineer,8.89,6.53,10.0,0
46,Male,Manager,8.79,7.37,10.0,3
55,Female,Doctor,9.5,8.04,10.0,3
20,Female,Student,2.13,6.07,4.65,1
33,Male,Student,1.37,4.62,4.3,4
47,Male,Freelancer,1.95,5.83,3.26,3
57,Female,Freelancer,6.41,6.15,10.0,2
19,Female,Software Engineer,6.01,7.76,7.34,2
34,Female,Doctor,7.04,4.1,7.72,4
58,Female,Doctor,4.34,5.93,5.68,4
29,Male,Researcher,4.52,6.24,4.35,1
52,Female,Software Engineer,5.91,6.75,8.67,3
18,Male,Teacher,1.71,8.85,4.0,3
32,Female,Designer,8.2,7.7,10.0,2
43,Female,Software Engineer,9.31,5.11,10.0,2
54,Male,Researcher,4.49,7.17,5.28,0
38,Male,Researcher,7.66,5.73,10.0,4
48,Female,Manager,5.94,8.06,8.49,4
42,Male,Doctor,3.12,4.86,5.63,3
40,Female,Designer,1.61,4.72,6.66,0
41,Female,Software Engineer,3.21,4.51,2.25,1
55,Female,Designer,6.44,6.72,8.7,4
45,Male,Teacher,1.36,4.62,1.62,3
38,Female,Researcher,8.53,4.21,9.7,3
35,Female,Doctor,9.73,5.66,10.0,3
53,Other,Teacher,1.75,7.99,2.49,2
52,Female,Freelancer,3.22,4.78,5.7,3
26,Other,Teacher,7.08,5.79,9.11,0
55,Female,Doctor,8.25,6.18,10.0,0
47,Male,Freelancer,4.11,8.38,7.22,1
51,Female,Manager,5.64,6.38,8.3,2
49,Male,Teacher,9.03,6.56,10.0,0
20,Male,Software Engineer,4.46,5.27,9.11,3
20,Male,Software Engineer,1.73,7.34,2.34,1
45,Female,Designer,9.95,4.13,10.0,2
32,Female,Software Engineer,2.62,8.82,3.63,0
58,Female,Software Engineer,1.44,6.49,3.72,4
40,Male,Freelancer,4.7,4.31,7.43,1
57,Male,Researcher,2.09,6.8,4.14,1
28,Male,Freelancer,9.81,6.57,10.0,2
49,Female,Designer,4.43,5.2,5.79,1
53,Male,Student,8.43,5.04,10.0,2
50,Male,Doctor,2.59,5.35,1.58,4
41,Male,Software Engineer,2.25,4.65,4.04,2
56,Female,Designer,6.84,6.66,8.3,1
51,Female,Researcher,9.18,8.39,10.0,0
45,Female,Teacher,2.03,8.62,3.71,1
54,Male,Teacher,6.3,8.76,6.93,1
24,Male,Freelancer,1.76,7.0,5.49,2
21,Male,Manager,8.31,7.11,10.0,2
54,Male,Software Engineer,9.18,5.55,10.0,1
18,Male,Doctor,6.66,8.43,7.83,0
18,Male,Designer,7.2,6.44,10.0,1
37,Male,Freelancer,1.5,5.4,1.59,1
36,Male,Manager,1.66,8.83,3.76,3
46,Male,Manager,2.62,7.53,4.73,0
27,Female,Designer,3.46,6.32,2.71,1
35,Other,Freelancer,7.84,4.34,10.0,4
45,Female,Freelancer,4.92,4.7,3.75,0
52,Male,Designer,1.7,4.98,1.46,0
48,Male,Researcher,8.67,8.51,9.23,0
44,Female,Researcher,9.94,8.86,8.98,0
28,Male,Designer,5.1,5.33,8.07,2
55,Female,Designer,5.61,6.49,6.1,0
22,Female,Doctor,1.71,7.96,1.0,2
25,Female,Designer,4.45,5.92,5.71,0
51,Female,Freelancer,4.35,6.46,5.83,4
29,Female,Doctor,9.69,8.44,10.0,3
55,Female,Doctor,6.94,5.04,6.74,2
18,Male,Doctor,8.04,8.97,9.83,3
48,Male,Teacher,2.15,6.28,1.8,2
21,Male,Student,4.75,5.29,5.65,2
22,Male,Manager,2.72,8.46,7.08,0
47,Male,Software Engineer,8.74,4.38,10.0,1
41,Male,Teacher,2.37,7.21,1.32,0
20,Female,Freelancer,4.95,4.31,7.77,1
28,Male,Student,1.48,8.73,2.83,0
21,Male,Manager,6.71,7.2,10.0,0
43,Male,Researcher,5.34,5.99,8.11,4
44,Female,Teacher,5.48,6.12,5.46,4
44,Male,Manager,1.91,4.83,2.01,4
59,Other,Doctor,5.63,5.8,7.54,3
23,Female,Doctor,6.07,8.52,8.81,2
32,Female,Designer,9.67,8.03,10.0,2
47,Male,Freelancer,1.3,7.31,3.83,0
59,Female,Doctor,9.3,8.84,10.0,2
54,Female,Teacher,5.32,6.87,5.23,4
54,Male,Manager,2.89,4.88,4.12,4
59,Male,Software Engineer,6.99,7.57,9.71,1
54,Male,Freelancer,5.65,6.96,8.24,1
52,Other,Researcher,3.04,6.18,2.01,3
40,Male,Researcher,6.64,4.73,9.73,2
23,Female,Manager,5.26,7.39,9.02,1
21,Male,Doctor,7.2,6.22,8.91,2
35,Female,Researcher,7.2,6.89,10.0,1
26,Female,Manager,5.26,5.58,7.72,3
46,Male,Student,4.52,4.78,6.7,4
30,Male,Manager,1.57,5.8,3.74,0
34,Male,Teacher,5.44,8.26,6.14,0
49,Male,Student,3.19,4.8,2.52,0
39,Female,Freelancer,1.48,6.36,3.38,0
21,Male,Designer,3.97,5.49,7.34,4
22,Female,Designer,1.79,8.81,2.64,1
54,Male,Manager,6.22,4.42,7.62,3
58,Male,Software Engineer,5.53,5.23,9.62,3
30,Female,Teacher,8.13,6.25,9.11,0
51,Female,Software Engineer,3.41,5.24,6.08,0
39,Male,Student,4.34,7.53,4.85,0
40,Female,Software Engineer,7.2,5.85,10.0,0
20,Male,Freelancer,9.94,7.9,10.0,2
59,Female,Student,9.14,6.76,10.0,1
51,Male,Freelancer,5.69,6.13,7.36,0
49,Male,Researcher,7.1,5.82,10.0,1
38,Female,Software Engineer,5.79,5.11,7.23,3
38,Male,Designer,4.91,5.26,8.4,1
28,Male,Teacher,6.42,4.88,9.67,2
56,Male,Software Engineer,4.48,8.26,7.53,3
21,Female,Manager,3.52,6.74,6.65,0
18,Female,Freelancer,7.35,6.41,10.0,0
45,Female,Student,8.85,5.61,9.95,3
41,Female,Freelancer,3.59,6.58,6.12,0
52,Female,Manager,7.36,8.41,10.0,0
30,Male,Teacher,4.91,8.28,5.68,0
51,Male,Researcher,3.72,7.0,6.51,3
28,Female,Manager,6.59,6.65,8.89,2
53,Male,Designer,9.45,5.13,10.0,2
34,Male,Researcher,4.17,7.46,6.01,1
52,Female,Freelancer,7.84,8.27,8.41,2
35,Female,Designer,3.83,5.53,5.1,2
57,Male,Doctor,8.23,6.18,10.0,0
39,Male,Teacher,7.84,4.53,10.0,1
41,Female,Researcher,7.89,8.29,10.0,2
36,Female,Software Engineer,9.98,4.49,10.0,1
54,Male,Designer,2.26,7.52,1.9,3
56,Male,Researcher,4.5,4.93,4.81,2
38,Other,Software Engineer,6.68,7.67,4.76,0
25,Male,Freelancer,6.31,7.21,8.28,4
45,Female,Software Engineer,8.03,7.45,10.0,0
22,Male,Freelancer,1.42,7.18,2.18,4
34,Male,Student,7.35,5.98,10.0,4
54,Male,Manager,7.64,7.1,7.68,3
53,Female,Software Engineer,1.55,5.17,2.62,2
36,Female,Freelancer,5.85,5.37,10.0,4
44,Male,Doctor,3.2,4.33,6.54,4
51,Female,Teacher,8.21,7.06,10.0,4
28,Male,Researcher,1.45,8.2,3.06,1
29,Female,Teacher,2.32,5.89,2.88,2
38,Male,Student,1.94,5.04,5.36,4
28,Female,Doctor,1.59,8.12,4.46,2
56,Male,Manager,6.4,7.22,7.49,1
45,Female,Doctor,8.82,8.47,10.0,0
22,Female,Freelancer,5.6,4.03,7.0,0
34,Male,Teacher,2.9,6.01,5.42,4
37,Male,Doctor,4.09,8.5,5.34,1
58,Male,Manager,4.24,7.38,9.26,0
29,Female,Designer,5.06,6.34,6.73,3
23,Male,Software Engineer,4.78,6.07,6.08,3
34,Female,Researcher,7.04,8.48,7.06,3
36,Female,Freelancer,4.06,8.16,7.03,4
43,Male,Software Engineer,6.97,4.06,8.46,4
49,Male,Teacher,5.92,4.61,8.96,0
23,Female,Teacher,1.44,6.56,4.03,4
53,Female,Manager,9.28,4.57,10.0,0
55,Female,Doctor,2.6,5.37,3.7,4
28,Male,Manager,5.06,8.17,7.28,1
50,Male,Student,9.53,5.93,10.0,2
41,Female,Teacher,3.23,6.25,7.86,3
40,Female,Freelancer,1.2,4.87,1.61,3
32,Female,Researcher,5.41,7.01,5.85,1
44,Male,Freelancer,3.02,4.6,4.28,4
28,Male,Teacher,6.24,7.15,7.33,0
34,Male,Teacher,8.35,7.73,9.68,2
31,Female,Manager,5.6,8.37,4.14,0
44,Male,Freelancer,6.81,6.91,8.47,2
35,Female,Manager,7.0,5.66,7.48,0
45,Female,Doctor,8.38,8.26,10.0,2
21,Male,Designer,7.19,6.98,10.0,1
24,Male,Teacher,9.79,5.79,10.0,1
52,Female,Designer,5.11,5.61,8.36,1
26,Male,Manager,1.45,5.6,2.69,4
25,Male,Researcher,4.55,4.28,3.59,2
34,Male,Doctor,8.56,4.51,9.96,0
34,Female,Manager,2.2,4.45,3.15,4
50,Other,Student,7.62,5.56,8.85,2
49,Female,Freelancer,5.82,6.37,6.79,4
25,Female,Software Engineer,9.11,4.74,8.98,3
36,Female,Software Engineer,7.58,8.14,9.97,4
55,Female,Manager,6.94,4.33,10.0,3
20,Other,Software Engineer,8.98,8.73,10.0,4
22,Male,Software Engineer,9.17,4.37,10.0,0
30,Male,Doctor,4.46,8.47,4.47,3
48,Female,Software Engineer,9.35,5.3,10.0,3
33,Female,Doctor,1.49,8.93,5.94,3
49,Male,Student,7.86,6.61,10.0,1
39,Other,Teacher,4.03,4.09,4.36,2
46,Male,Researcher,5.39,5.41,7.68,2
39,Male,Teacher,8.52,8.7,10.0,4
20,Female,Teacher,6.73,5.5,9.02,2
27,Male,Freelancer,5.12,5.8,6.75,4
59,Female,Doctor,2.48,4.22,5.25,3
38,Male,Doctor,9.45,5.27,10.0,2
33,Male,Doctor,3.99,5.3,8.55,4
29,Female,Student,1.91,7.58,2.45,3
19,Female,Researcher,6.08,6.53,8.93,1
58,Male,Designer,4.66,4.81,5.71,0
41,Other,Doctor,6.31,7.98,8.45,2
52,Female,Doctor,3.1,7.06,5.82,3
47,Male,Teacher,4.41,5.34,6.32,0
47,Male,Manager,9.75,5.12,10.0,0
52,Female,Freelancer,9.43,8.62,10.0,4
36,Female,Researcher,8.78,7.19,10.0,1
25,Male,Software Engineer,8.01,8.04,7.81,4
43,Male,Software Engineer,2.41,5.13,3.77,1
57,Male,Student,5.2,6.94,8.94,0
24,Male,Software Engineer,7.55,4.27,6.24,0
47,Female,Designer,3.36,6.97,5.98,2
24,Female,Teacher,1.3,5.02,2.21,0
20,Male,Student,4.76,7.35,9.09,4
18,Female,Researcher,4.83,8.66,10.0,4
53,Female,Software Engineer,1.59,6.29,1.8,0
42,Female,Researcher,3.89,5.53,6.91,0
54,Female,Software Engineer,9.26,4.62,10.0,1
18,Female,Manager,3.25,7.35,6.12,0
32,Female,Teacher,6.12,6.92,9.04,0
54,Male,Student,5.39,6.72,7.75,4
30,Female,Teacher,8.76,8.68,10.0,4
57,Female,Student,6.88,8.89,9.82,4
25,Male,Freelancer,2.43,7.58,3.26,2
22,Male,Freelancer,2.29,4.98,4.37,1
26,Male,Software Engineer,6.02,8.73,9.01,1
18,Female,Teacher,1.42,5.72,3.25,0
53,Female,Teacher,4.54,4.4,6.63,0
52,Female,Designer,4.59,5.21,6.02,3
19,Male,Freelancer,2.77,8.15,5.54,4
57,Female,Manager,3.71,5.02,3.02,1
40,Male,Teacher,3.97,5.98,6.96,3
26,Female,Researcher,1.11,5.37,3.35,2
51,Male,Researcher,8.25,4.24,10.0,2
31,Other,Student,9.62,6.81,10.0,4
21,Female,Designer,3.6,7.14,3.86,1
47,Female,Researcher,2.01,7.96,3.95,3
48,Female,Teacher,9.58,6.07,10.0,0
55,Female,Teacher,7.66,4.71,10.0,4
28,Male,Designer,9.02,7.26,10.0,4
52,Female,Software Engineer,4.25,8.45,4.97,4
25,Female,Teacher,5.36,4.6,7.03,0
20,Male,Doctor,9.37,4.91,10.0,4
